id,name,city,state,website
124131,Pillsbury Baptist Bible College,Owatonna,MN,www.pillsbury.edu
124140,Pine Technical College,Pine City,MN,www.pinetech.edu
124159,Rainy River Community College,International Falls,MN,www.rrcc.mnscu.edu
124195,Rice Memorial Hospital,Willmar,MN,
124201,Ing'enue Beauty School,Moorhead,MN,
124210,Rochester Community and Technical College,Rochester,MN,www.rctc.edu/
124229,College of Saint Benedict,Saint Joseph,MN,www.csbsju.edu
124238,Saint Cloud Technical College,Saint Cloud,MN,www.sctc.edu
124256,Saint Cloud State University,Saint Cloud,MN,www.stcloudstate.edu
124265,Saint Johns University,Collegeville,MN,www.csbsju.edu
124274,Saint Mary's University of Minnesota,Winona,MN,www.smumn.edu
124283,St. Olaf College,Northfield,MN,www.stolaf.edu
124292,Crown College,Saint Bonifacius,MN,www.crown.edu
124308,College of Saint Scholastica,Duluth,MN,www.css.edu
124317,University of St. Thomas,Saint Paul,MN,www.stthomas.edu
124326,College of Visual Arts,St. Paul,MN,www.cva.edu
124335,Empire Beauty School - Bloomington,Bloomington,MN,www.scotlewis.com
124344,St. Catherine University,St. Paul,MN,www.stkate.edu
124371,Saint Paul College - A Community and Technical College,Saint Paul,MN,www.saintpaul.edu
124380,Southwest Minnesota State University,Marshall,MN,www.smsu.edu
124399,Summit Academy Opportunities Industrialization Center,Minneapolis,MN,WWW.SAOIC.ORG
124405,United Theological Seminary of the Twin Cities,New Brighton,MN,www.unitedseminary-mn.org
124414,Scot Lewis Schools,Plymouth,MN,www.scotlewis.com
124423,Vermilion Community College,Ely,MN,www.vcc.edu
124432,Minneapolis Veterans Affairs Medical Center,Minneapolis,MN,
124441,Dunwoody College of Technology,Minneapolis,MN,www.dunwoody.edu
124450,Ridgewater College,Willmar,MN,www.ridgewater.edu
124469,Minnesota State College-Southeast Technical,Winona,MN,www.southeastmn.edu
124478,Winona State University,Winona,MN,www.winona.edu
124487,William Mitchell College of Law,Saint Paul,MN,www.wmitchell.edu
124496,Century Community and Technical College,White Bear Lake,MN,www.century.mnscu.edu
124502,Alcorn State University,Alcorn State,MS,www.alcorn.edu
124511,Belhaven University,Jackson,MS,www.belhaven.edu
124520,Blue Mountain College,Blue Mountain,MS,www.bmc.edu
124539,Academy of Hair Design Seven,Carthage,MS,www.academyofhair.com
124548,Chris Beauty College,Gulfport,MS,www.ChrisBeautyCollege.com
124557,Coahoma Community College,Clarksdale,MS,www.coahomacc.edu
124566,Antonelli College - Jackson,Jackson,MS,www.antonellic.com
124584,Copiah-Lincoln Community College,Wesson,MS,www.colin.edu
124593,Creations College of Cosmetology,Tupelo,MS,www.creationscosmetology.com
124609,Delta Beauty College,Greenville,MS,
124618,Delta State University,Cleveland,MS,www.deltastate.edu
124627,East Central Community College,Decatur,MS,www.eccc.edu
124636,East Mississippi Community College,Scooba,MS,www.eastms.edu/
124645,Foster's Cosmetology College,Ripley,MS,
124654,Gibson's Barber and Beauty College,West Point,MS,
124663,Academy of Hair Design One,Grenada,MS,www.academyofhair.com
124672,Hinds Community College,Raymond,MS,www.hindscc.edu
124681,Holmes Community College,Goodman,MS,www.holmescc.edu
124690,Itawamba Community College,Fulton,MS,www.iccms.edu
124706,Jackson State University,Jackson,MS,www.jsums.edu
124715,Jones County Junior College,Ellisville,MS,www.jcjc.edu
124724,Magnolia Bible College,Kosciusko,MS,www.magnolia.edu
124733,Meridian Community College,Meridian,MS,www.meridiancc.edu
124742,Millsaps College,Jackson,MS,www.millsaps.edu
124760,Mississippi Delta Community College,Moorhead,MS,www.msdelta.edu
124779,University of Mississippi Main Campus,University,MS,www.olemiss.edu
124788,University of Mississippi Medical Center,Jackson,MS,www.umc.edu
124797,Mississippi University for Women,Columbus,MS,www.muw.edu
124803,Mississippi Valley State University,Itta Bena,MS,www.mvsu.edu
124812,Mississippi College,Clinton,MS,www.mc.edu
124821,Mississippi College of Beauty Culture,Laurel,MS,
124830,Mississippi Gulf Coast Community College,Perkinston,MS,www.mgccc.edu
124849,Mississippi State University,Mississippi State,MS,www.msstate.edu/
124858,Northeast Mississippi Community College,Booneville,MS,www.nemcc.edu
124867,Northwest Mississippi Community College,Senatobia,MS,www.northwestms.edu
124876,Pearl River Community College,Poplarville,MS,www.prcc.edu
124885,Rust College,Holly Springs,MS,www.rustcollege.edu
124894,Southeastern Baptist College,Laurel,MS,www.southeasternbaptist.edu
124900,Southwest Mississippi Community College,Summit,MS,www.smcc.edu
124919,University of Southern Mississippi,Hattiesburg,MS,www.usm.edu
124928,Magnolia College of Cosmetology,Jackson,MS,www.magnoliacollegeofcosmetolgy.com
124937,Tougaloo College,Tougaloo,MS,www.tougaloo.edu
124946,ICS the Wright Beauty College,Corinth,MS,
124955,Wesley Biblical Seminary,Jackson,MS,www.wbs.edu
124964,Wesley College,Florence,MS,www.wesleycollege.edu
124973,William Carey College,Hattiesburg,MS,www.wmcarey.edu
124982,Abbott Academy of Cosmetology Arts and Sciences,Saint Peters,MO,
124991,Allied College - Maryland Heights,Maryland Heights,MO,www.alliedcollege.edu
125000,Aquinas Institute of Theology,St. Louis,MO,www.ai.edu
125019,Assemblies of God Theological Seminary,Springfield,MO,www.agts.edu
125028,Avila University,Kansas City,MO,www.Avila.edu
125046,Baptist Bible College,Springfield,MO,www.gobbc.edu
125055,House of Heavilin Beauty College - Blue Springs,Blue Springs,MO,kc-hair.com
125064,Boonslick Technical Education Center,Boonville,MO,www.btec.boonville.k12.mo.us
125073,Cox College,Springfield,MO,www.coxcollege.edu
125082,Calvary Bible College and Theological Seminary,Kansas City,MO,www.calvary.edu
125091,Cape Girardeau Career and Technology Center,Cape Girardeau,MO,www.cape.k12.mo.us/cc
125107,Central Christian College of the Bible,Moberly,MO,www.cccb.edu
125116,Central Bible College,Springfield,MO,www.cbcag.edu
125134,University of Central Missouri,Warrensburg,MO,www.ucmo.edu
125143,Grand River Technical School,Chillicothe,MO,www.grts.org
125152,Chillicothe Beauty Academy Inc,Chillicothe,MO,www.chillicothecosmetology.com
125161,Missouri College of Cosmetology - Bolivar,Bolivar,MO,
125170,Cleveland Chiropractic College,Overland Park,KS,www.cleveland.edu
125189,Columbia Area Career Center,Columbia,MO,www.career-center.org
125198,Columbia College,Columbia,MO,www.ccis.edu
125204,Columbia Beauty Academy,Columbia,MO,
125213,Conception Seminary College,Conception,MO,www.ConceptionAbbey.org
125222,Concordia Seminary,St. Louis,MO,WWW.CSL.EDU
125231,Cottey College,Nevada,MO,www.cottey.edu
125240,Covenant Theological Seminary,St. Louis,MO,www.covenantseminary.edu
125259,Crowder College,Neosho,MO,www.crowder.edu
125268,Culver-Stockton College,Canton,MO,www.culver.edu
125277,Chamberlain College of Nursing,Saint Louis,MO,www.chamberlain.edu
125295,Drury University,Springfield,MO,www.drury.edu
125301,East Central College,Union,MO,www.eastcentral.edu
125310,Eden Theological Seminary,St. Louis,MO,www.eden.edu
125329,Elaine Steven Beauty College,Saint Louis,MO,www.elainestevenbeautycollege.com
125338,Pinnacle Career Institute,Kansas City,MO,PCITRAINING.EDU
125347,Evangel University,Springfield,MO,www.evangel.edu
125356,Fontbonne University,St. Louis,MO,www.fontbonne.edu
125365,Forest Institute of Professional Psychology,Springfield,MO,www.forest.edu
125374,Four Rivers Career Center,Washington,MO,washington.k12.mo.us
125392,Ozarks Technical Community College,Springfield,MO,www.otc.edu
125408,Hannibal-LaGrange College,Hannibal,MO,www.hlg.edu
125417,Harris-Stowe State University,St. Louis,MO,www.hssu.edu
125426,Hickey College,Saint Louis,MO,www.hickeycollege.edu
125435,House of Heavilin Beauty College - Kansas City,Kansas City,MO,kc-hair.com
125444,Independence College of Cosmetology,Independence,MO,WWW.HAIR-SKIN-NAILS.COM
125453,Jefferson College,Hillsboro,MO,WWW.JEFFCO.EDU
125462,Cosmetology Concepts Institute,Columbia,MO,
125471,Goldfarb School of Nursing at Barnes-Jewish College,St. Louis,MO,www.barnesjewishcollege.edu
125480,Kansas City Art Institute,Kansas City,MO,www.kcai.edu
125499,Kennett Career and Technology Center,Kennett,MO,www.kennett.k12.mo.us
125505,Kenrick-Glennon Seminary,St. Louis,MO,kenrick.edu
125514,A. T. Still University of Health Sciences,Kirksville,MO,WWW.ATSU.EDU
125523,Lake Career and Technical Center,Camdenton,MO,
125550,Lex La-Ray Technical Center,Lexington,MO,www.lexington.k12.mo.us
125569,Lincoln University,Jefferson City,MO,WWW.LINCOLNU.EDU/
125578,Lindenwood University,St. Charles,MO,www.lindenwood.edu
125587,Linn State Technical College,Linn,MO,www.linnstate.edu
125596,Logan University,Chesterfield,MO,www.logan.edu
125639,Farmington Missouri Hospital Company,Farmington,MO,marmc.org
125648,Martinez School of Cosmetology,Excelsior Springs,MO,RCORZETTE@CS.COM
125657,Maryville University of Saint Louis,Saint Louis,MO,www.maryville.edu
125666,Merrell University of Beauty Arts and Science,Jefferson City,MO,merrelluniversity.edu
125675,Metro Business College of Cape Girardeau,Cape Girardeau,MO,WWW.METROBUSINESSCOLLEGE.EDU
125684,Metropolitan Community College - Kansas City,Kansas City,MO,www.mcckc.edu
125693,Midwest Institute - Fenton,Fenton,MO,www.midwestinstitute.com
125709,Midwestern Baptist Theological Seminary,Kansas City,MO,www.mbts.edu
125718,Mineral Area College,Park Hills,MO,WWW.MINERALAREA.EDU
125736,Missouri Baptist University,Saint Louis,MO,www.mobap.edu
125745,National Academy of Beauty Arts,Farmington,MO,
125754,Missouri College of Cosmetology-South,Springfield,MO,
125763,Missouri College,Brentwood,MO,
125772,Missouri School of Barbering and Hairstyling-St Louis,Florissant,MO,
125781,Class Act I School of Cosmetology,Joplin,MO,classact1cosmetology.com
125790,Missouri Southern State University,Joplin,MO,www.mssu.edu
125806,Missouri Tech,St. Charles,MO,www.motech.edu
125815,Missouri Valley College,Marshall,MO,www.moval.edu
125824,Missouri Western State University,Saint Joseph,MO,www.missouriwestern.edu
125833,University of Missouri - Columbia,Columbia,MO,www.missouri.edu
125842,University of Missouri - Kansas City,Kansas City,MO,www.umkc.edu
125851,Missouri University of Science and Technology,Rolla,MO,www.mst.edu/
125860,University of Missouri - St Louis,Saint Louis,MO,www.umsl.edu
125888,Moberly Area Community College,Moberly,MO,www.macc.edu
125903,Hillyard Technical Center,Saint Joseph,MO,www.hillyardtech.com
125912,National Academy of Beauty Arts,Saint Louis,MO,
125921,Nazarene Theological Seminary,Kansas City,MO,www.nts.edu
125930,Neosho Beauty College,Neosho,MO,neoshobeautycollege.com
125949,Nichols Career Center,Jefferson City,MO,www.oseda.missouri.edu/mupartners/JeffersonCity/
125958,Northwest Technical School,Maryville,MO,nts.tec.mo.us
125967,Truman State University,Kirksville,MO,www.truman.edu
125976,Northwest Missouri State University,Maryville,MO,www.nwmissouri.edu
125985,Ozark Christian College,Joplin,MO,www.occ.edu
125994,College of the Ozarks,Point Lookout,MO,www.cofo.edu
126003,Park University,Parkville,MO,www.park.edu
126012,Stevens Institute of Business & Arts,Saint Louis,MO,www.patriciastevenscollege.com
126030,Poplar Bluff Technical Career Center,Poplar Bluff,MO,www.r1schools.org/home.asp?id=32
126049,Ranken Technical College,Saint Louis,MO,www.ranken.edu
126058,Research College of Nursing,Kansas City,MO,www.researchcollege.edu
126067,Research Medical Center School of Nuclear Medical Technology,Kansas City,MO,www.researchmedicalcenter.com
126076,Research Medical Center School of Radiologic Technology,Kansas City,MO,www.RESEARCHMEDICALCENTER.COM
126085,Rockhurst University,Kansas City,MO,www.rockhurst.edu
126094,Rolla Technical Institute,Rolla,MO,rolla.k12.mo.us
126100,Everest College - Springfield,Springfield,MO,www.springfield-college.com
126128,Saint Louis University-Main Campus,Saint Louis,MO,www.slu.edu
126137,Salem College of Hairstyling,Rolla,MO,
126146,Sanford-Brown College - Fenton,Fenton,MO,www.sanford-browncollege.com
126155,American College of Hair Design Inc,Sedalia,MO,
126164,Sikeston Career and Technology Center,Sikeston,MO,www.sikeston.k12.mo.us
126173,Saint Louis Christian College,Florissant,MO,www.slcconline.edu
126182,St Louis College of Pharmacy,Saint Louis,MO,www.stlcop.edu
126191,Saint Louis Community College,St Louis,MO,www.stlcc.edu
126225,Saint Paul School of Theology,Kansas City,MO,www.spst.edu
126234,Southwest Baptist University,Bolivar,MO,www.sbuniv.edu
126243,Missouri State University-West Plains,West Plains,MO,www.wp.smsu.edu/
126252,St John's Regional Health Center,Springfield,MO,www.stjohns.com
126261,Saint Luke's College of Health Sciences,Kansas City,MO,www.saintlukescollege.edu
126270,St. Louis College of Health Careers - Metro,Saint Louis,MO,www.slchc.com
126289,State Fair Community College,Sedalia,MO,sfccmo.edu
126298,Stephens College,Columbia,MO,www.stephens.edu
126304,Southeast Missouri State University,Cape Girardeau,MO,WWW.SEMO.EDU
126313,Missouri State University,Springfield,MO,www.missouristate.edu
126322,Three Rivers Community College,Poplar Bluff,MO,www.trcc.edu
126331,North Central Missouri College,Trenton,MO,www.ncmissouri.edu
126340,Eldon Career Center,Eldon,MO,www.eldoncareercenter.org
126359,Truman Medical Center School for Nurse Anesthesia,Kansas City,MO,www.trumed.org
126368,Kansas City University of Medicine and Biosciences,Kansas City,MO,www.kcumb.edu
126377,Washington University in St Louis,Saint Louis,MO,www.wustl.edu
126386,Webster University,Saint Louis,MO,www.webster.edu
126395,Wentworth Military Academy,Lexington,MO,www.wma1880.org
126401,Westminster College,Fulton,MO,WWW.WESTMINSTER-MO.EDU
126410,William Jewell College,Liberty,MO,www.jewell.edu
126429,William Woods University,Fulton,MO,www.williamwoods.edu
126438,Academy of Cosmetology Inc,Bozeman,MT,
126465,Blackfeet Community College,Browning,MT,www.bfcc.org
126474,Butte Academy of Beauty Culture,Butte,MT,
126492,Carroll College,Helena,MT,www.carroll.edu
126508,The College of Coiffure Art,Billings,MT,
126517,Benefis Healthcare School of Radiologic Technology,Great Falls,MT,www.benefis.org
126526,Dawson Community College,Glendive,MT,www.dawson.cc.mt.us
126535,Chief Dull Knife College,Lame Deer,MT,www.cdkc.edu
126544,Montana State University - Billings,Billings,MT,www.msubillings.edu
126553,Flathead Valley Community College,Kalispell,MT,www.fvcc.edu
126562,Fort Belknap College,Harlem,MT,www.fbcc.edu
126571,Fort Peck Community College,Poplar,MT,www.fpcc.edu
126580,Montana State University - Great Falls College of Technology,Great Falls,MT,www.msugf.edu
126599,University of Great Falls,Great Falls,MT,www.ugf.edu
126605,University of Montana - Helena College of Technology,Helena,MT,www.umhelena.edu
126614,Little Big Horn College,Crow Agency,MT,www.lbhc.cc.mt.us
126623,Miles Community College,Miles City,MT,www.milescc.edu
126632,Modern Beauty School,Missoula,MT,
126641,Montana Tech of the University of Montana,Butte,MT,www.mtech.edu
126650,Montana State University - Bozeman,Bozeman,MT,www.montana.edu/
126678,The University of Montana,Missoula,MT,www.umt.edu
126687,Montana State University - Northern,Havre,MT,www.msun.edu
126696,Rocky Mountain College,Billings,MT,www.rocky.edu
126711,Salish Kootenai College,Pablo,MT,www.skc.edu
126720,The University of Montana - Western,Dillon,MT,www.umwestern.edu
126748,La'James International College,Fremont,NE,www.bahnercollege.com
126757,Bellevue University,Bellevue,NE,BELLEVUE.EDU
126766,Clarkson College,Omaha,NE,www.clarksoncollege.edu/
126775,BryanLGH Medical Center/University of Kansas,Lincoln,NE,www.bryanlgh.org
126784,BryanLGH College of Health Sciences,Lincoln,NE,www.bryanlghcollege.org
126793,Central Community College,Grand Island,NE,www.cccneb.edu
126809,Chadron State College,Chadron,NE,www.csc.edu
126818,College of Hair Design,Lincoln,NE,collegeofhairdesign.com
126827,Concordia University,Seward,NE,www.cune.Edu
126836,Creighton University,Omaha,NE,www.creighton.edu
126845,Dana College,Blair,NE,www.dana.edu
126854,Doane College,Crete,NE,www.doane.edu
126863,Grace University,Omaha,NE,www.GraceUniversity.edu
126872,Hastings College,Hastings,NE,www.hastings.edu
126890,Alegent Health School of Radiologic Technology,Omaha,NE,www.alegent.org
126906,"Joseph's of Kearney, School of Hair Design",Kearney,NE,
126915,Joseph's College of Beauty - Beatrice,Beatrice,NE,
126924,Joseph's College of Beauty - Lincoln,Lincoln,NE,www.josephscollege.com
126933,Joseph's College of Beauty - Hastings,Hastings,NE,
126942,University of Nebraska at Kearney,Kearney,NE,www.unk.edu
126960,Mary Lanning Memorial Hospital,Hastings,NE,www.mlmh.org
126979,Nebraska Methodist College of Nursing and Allied Health,Omaha,NE,www.methodistcollege.edu
126988,Metropolitan Community College,Omaha,NE,www.mccneb.edu
126997,Mid-Plains Community College - South Campus,North Platte,NE,www.mpcc.edu
127006,Midland Lutheran College,Fremont,NE,www.MLC.edu
127015,Nebraska Christian College,Papillion,NE,nechristian.edu
127024,University of Nebraska at Omaha,Omaha,NE,www.unomaha.edu
127042,Nebraska Indian Community College,Macy,NE,THENICC.EDU
127051,University of Nebraska Medical Center,Omaha,NE,www.unmc.edu
127060,Nebraska Wesleyan University,Lincoln,NE,www.nebrwesleyan.edu/
127079,University of Nebraska - Lincoln,Lincoln,NE,www.unl.edu/unlpub/index.shtml
127088,Joseph's College of Beauty - Norfolk,Norfolk,NE,
127097,Joseph's College of Beauty,North Platte,NE,
127103,Northeast Community College,Norfolk,NE,www.northeastcollege.com
127112,Peru State College,Peru,NE,www.peru.edu
127130,College of Saint Mary,Omaha,NE,WWW.CSM.EDU
127149,Southeast Community College Area,Lincoln,NE,www.southeast.edu
127158,Union College,Lincoln,NE,www.ucollege.edu
127176,Vatterott College - Spring Valley Campus,Omaha,NE,vatterott-college.com
127185,Nebraska College of Technical Agriculture,Curtis,NE,NCTA.UNL.EDU
127194,Wayne State College,Wayne,NE,www.wsc.edu
127200,Regional West Medical Center School of Radiologic Technology,Scottsbluff,NE,
127219,Western Nebraska Community College,Scottsbluff,NE,www.wncc.net
127228,York College,York,NE,www.york.edu/
127237,Academy of Hair Design,Las Vegas,NV,
127246,Career College of Northern Nevada,Sparks,NV,www.ccnn.edu
127255,Community College of Southern Nevada,Las Vegas,NV,www.csn.edu
127273,Everest College - Henderson,Henderson,NV,www.lasvegas-college.com
127282,Marinello School of Beauty - Las Vegas,Las Vegas,NV,www.marinello.com
127291,University of Nevada - Las Vegas,Las Vegas,NV,www.unlv.edu
127307,University of Nevada - Reno,Reno,NV,www.unr.edu
127316,Great Basin College,Elko,NV,www.gbcnv.edu
127334,Sierra Nevada College,Incline Village,NV,www.sierranevada.edu
127343,Southern Nevada University of Cosmetology,Las Vegas,NV,
127352,Truckee Meadows Community College,Reno,NV,www.tmcc.edu
127370,Western Nevada Community College,Carson City,NV,www.wnc.edu
127389,Colby-Sawyer College,New London,NH,www.colby-sawyer.edu
127398,Continental Academie of Hair Design,Hudson,NH,continentalacademie.net
127404,Daniel Webster College,Nashua,NH,www.dwc.edu
127413,Dartmouth College,Hanover,NH,www.dartmouth.edu
127422,Empire Beauty School - Laconia,Laconia,NH,empirebeautyschools.com
127431,Empire Beauty School - Somersworth,Somersworth,NH,empirebeautyschools.com
127440,Franklin Pierce College,Rindge,NH,www.fpc.edu
127459,Franklin Pierce College-Graduate and Professional Studies,Rindge,NH,www.fpc.edu
127468,Franklin Pierce Law Center,Concord,NH,www.piercelaw.edu
127477,Hesser College,Manchester,NH,www.hesser.edu
127486,Continental Academie of Hair Design,Manchester,NH,continentalacademie.net
127495,Keene Beauty Academy,Keene,NH,WWW.KEENEBEAUTYACADEMY.COM
127501,Lebanon College,Lebanon,NH,www.lebanoncollege.edu
127510,Magdalen College,Warner,NH,www.magdalen.edu
127529,McIntosh College,Dover,NH,www.McIntoshcollege.edu
127538,Michael's School of Hair Design & Esthetics,Bedford,NH,
127547,New England College,Henniker,NH,www.nec.edu
127556,New England School of Hair Design Inc,West Lebanon,NH,www.neschoolofhairdesign.com
127565,Southern New Hampshire University,Manchester,NH,www.snhu.edu
127574,New Hampshire Institute for Therapeutic Arts,Hudson,NH,www.nhita.com
127583,University of New Hampshire-Main Campus,Durham,NH,www.unh.edu
127592,Keene State College,Keene,NH,www.keene.edu
127617,Plymouth State University,Plymouth,NH,www.plymouth.edu
127626,New Hampshire Technical Institute,Concord,NH,www.nhti.edu
127635,New Hamsphire Community Technical College-Berlin,Berlin,NH,www.nhctc.edu
127644,Lakes Region Community College,Laconia,NH,
127653,New Hampshire Community Technical College - Manchester,Manchester,NH,www.ms.nhctc.edu
127662,New Hampshire Community Technical College - Nashua,Nashua,NH,www.nhctc.edu
127671,Portsmouth Beauty School of Hair Design,Portsmouth,NH,www.portsmouthbeautyschool.com
127680,Rivier College,Nashua,NH,www.rivier.edu
127699,Saint Anselm College,Manchester,NH,www.anselm.edu
127705,Saint Joseph School of Nursing,Nashua,NH,www.sjhacademiccenter.org
127714,Granite State College,Concord,NH,www.cll.edu
127723,Thomas More College of Liberal Arts,Merrimack,NH,www.thomasmorecollege.edu
127741,Chester College of New England,Chester,NH,www.chestercollege.edu
127750,Hohokus-Hackensack School of Business and Medical Sciences,Hackensack,NJ,www.hohokushackensack.com
127769,Assumption College for Sisters,Mendham,NJ,www.acs350.org
127778,Atlantic Cape Community College,Mays Landing,NJ,WWW.ATLANTIC.EDU
127787,Bayonne Medical Center School of Nursing,Bayonne,NJ,
127796,Berdan Institute,Wayne,NJ,berdaninstitute.com
127802,Bergen Community College,Paramus,NJ,www.bergen.edu
127811,Berkeley College,West Paterson,NJ,www.BerkeleyCollege.edu
127820,Beth Medrash Govoha,Lakewood,NJ,
127839,Bloomfield College,Bloomfield,NJ,www.bloomfield.edu
127848,Brick Computer Science Institute,Brick,NJ,WWW.BRICKCOMPUTER.COM
127857,Brookdale Community College,Lincroft,NJ,www.brookdalecc.edu
127866,Burlington County College,Pemberton,NJ,www.bcc.edu
127875,Allied Medical and Technical Institute,Wayne,NJ,www.alliedteched.edu.
127884,Caldwell College,Caldwell,NJ,www.caldwell.edu
127893,Camden County College,Blackwood,NJ,www.camdencc.edu
127909,Centenary College,Hackettstown,NJ,www.centenarycollege.edu
127918,Bergen County Technical Schools - Adult and Continuing Education,Hackensack,NJ,www.Bergen.org
127936,Christ Hospital,Jersey City,NJ,
127945,Anthem Institute - Parsippany,Parsippany,NJ,www.chubbinstitute.edu
127954,Lincoln Technical Institute - Edison,Edison,NJ,www.cittone.com
127963,Dover Business College - Clifton,Clifton,NJ,www.doverbusinesscollege.org
127972,The Hair Design School - Ocean Township,Ocean,NJ,www.concordeschools.com
127981,Cooper Health System,Camden,NJ,www.cooperhealth.org
127990,County College of Morris,Randolph,NJ,www.ccm.edu
128009,Cumberland County College,Vineland,NJ,www.cccnj.net
128027,Divers Academy International,Erial,NJ,www.diversacademy.com
128045,Drake College of Business,Elizabeth,NJ,www.drakecollege.com
128054,Drew University,Madison,NJ,www.drew.edu
128063,duCret School of Arts,Plainfield,NJ,WWW.DUCRET.EDU
128072,Lincoln Technical Institute - South Plainfield,South Plainfield,NJ,www.enginecitytech.com
128081,Englewood Hospital & Medical Center,Englewood,NJ,
128090,Essex County College,Newark,NJ,www.essex.edu
128106,The Hair Design School - Union,Union,NJ,WWW.EACHAIR.COM
128115,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,www.fdu.edu
128124,Felician College,Lodi,NJ,www.felician.edu
128142,Hohokus School of Trade and Technical Sciences,Paterson,NJ,
128151,Georgian Court University,Lakewood,NJ,www.georgian.edu
128160,Rowan University,Glassboro,NJ,www.rowan.edu
128179,Gloucester County College,Sewell,NJ,www.gccnj.edu
128188,Empire Beauty School - Cherry Hill,Cherry Hill,NJ,www.empire.edu
128197,Harris School of Business - Cherry Hill,Cherry Hill,NJ,WWW.HARRISSCHOOL.COM
128203,Capital Health System School of Nursing,Trenton,NJ,www.capitalhealth.org
128212,Eastwick College,Ramsey,NJ,HOHOKUS.COM
128221,Holy Name Hospital,Teaneck,NJ,www.schoolofnursing.info
128230,Christ Hospital - Jersey City,Jersey City,NJ,
128249,Hudson County Community College,Jersey City,NJ,www.hccc.edu
128258,New Jersey City University,Jersey City,NJ,www.njcu.edu
128267,Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,kubertsworld.com
128276,Katharine Gibbs School,Piscataway,NJ,www.gibbseducation.com
128285,Gibbs College,Livingston,NJ,www.njgibbscollege.net
128294,Kean University,Union,NJ,www.kean.edu
128300,Harris School of Business - Voorhees,Voorhees,NJ,www.harrisschool.com
128319,Lincoln Technical Institute,Union,NJ,WWW.LINCOLNTECH.COM
128328,Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,www.rizzieri.com
128337,Mercer County Community College,West Windsor,NJ,www.mccc.edu
128346,Middlesex County College,Edison,NJ,www.middlesexcc.edu
128355,Monmouth University,West Long Branch,NJ,www.monmouth.edu
128364,Montclair State University,Montclair,NJ,www.montclair.edu
128373,Mountainside Hospital,Montclair,NJ,
128382,Muhlenberg Snyder School of Medical Imaging and Therapy,Plainfield,NJ,WWW.SOLARISHS.ORG
128391,Muhlenberg Regional Medical Center-Harold B. & Dorothy A. Snyder Schools-School of Nursing,Plainfield,NJ,WWW.SOLARISHS.ORG
128407,Hohokus School-RETS Nutley,Nutley,NJ,WWW.RETS-INSTITUTE.COM
128416,The Hair Design School - Jersey City,Jersey City,NJ,NATURAL-MOTION.com
128425,New Brunswick Theological Seminary,New Brunswick,NJ,www.nbts.edu
128434,Robert Fiance Beauty Schools,West New York,NJ,
128443,New Jersey Institute of Technology,Newark,NJ,www.njit.edu
128452,Ocean County College,Toms River,NJ,www.ocean.edu/
128461,Omega Institute,Pennsauken,NJ,www.omegacareers.com
128489,P. B. Cosmetology Education Centre,Gloucester,NJ,www.pbcosmetologyschool.com
128498,Parisian Beauty School,Hackensack,NJ,www.parisianbeautyacademy.com
128504,Pascack Valley Hospital,Westwood,NJ,
128513,Passaic County Community College,Paterson,NJ,www.pccc.edu
128522,Pennco Tech,Blackwood,NJ,www.penncotech.com
128531,Princeton Theological Seminary,Princeton,NJ,www.ptsem.edu
128540,Princeton University,Princeton,NJ,www.princeton.edu
128559,Rabbinical College of America,Morristown,NJ,
128568,Ramapo College of New Jersey,Mahwah,NJ,www.ramapo.edu
128577,Robert Fiance Beauty Schools,Perth Amboy,NJ,www.reignbowbeautyacademy.com
128586,Rider University,Lawrenceville,NJ,www.rider.edu
128595,Roman Academy of Beauty Culture,Hawthorne,NJ,ROMANACADEMY.COM
128610,Rutgers University - Camden,Camden,NJ,www.rutgers.edu
128629,"Rutgers, The State University of New Jersey - New Brunswick/Piscataway",New Brunswick,NJ,www.rutgers.edu/
128638,Rutgers University - Newark,Newark,NJ,www.rutgers.edu
128647,St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,www.stfrancismedical.com
128656,Saint Francis Medical Center School of Nursing,Trenton,NJ,www.stfrancismedical.com/nursing/nursing-ed.htm
128665,Saint Peter's College,Jersey City,NJ,www.spc.edu
128674,Salem Community College,Carneys Point,NJ,www.salemcc.edu
128683,Healthcare Training Institute - Union,Union,NJ,
128692,Seton Hall University,South Orange,NJ,www.shu.edu
128708,Shore Beauty School,Pleasantville,NJ,www.shorebeautyschool.com
128717,College of Saint Elizabeth,Morristown,NJ,www.cse.edu
128726,Raritan Valley Community College,North Branch,NJ,www.raritanval.edu
128735,St. Barnabas Medical Center,Livingston,NJ,
128744,Harrison Career Institute - Delran,Delran,NJ,hci.edu
128753,Harrison Career Institute - Vineland,Vineland,NJ,hci.edu
128762,Stevens Institute of Technology,Hoboken,NJ,www.stevens-tech.edu
128771,The Richard Stockton College of New Jersey,Pomona,NJ,www.stockton.edu
128799,Talmudical Academy - New Jersey,Adelphia,NJ,
128805,Teterboro School of Aeronautics,Teterboro,NJ,www.teterboroschool.com
128814,Thomas Edison State College,Trenton,NJ,www.tesc.edu
128823,The College of New Jersey,Ewing,NJ,www.tcnj.edu
128841,Union County College,Cranford,NJ,www.ucc.edu
